"Product ","Member Level ","Quantity ","Price ","Price Post Tax "
"Clementine Punch Shatter 1g","Non-Member","1 ","$10.00","$10.00"
"Clementine cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Concrete Breath LR 1g","Non-Member","1 ","$20.00","$20.00"
"Concrete Slippers LR 1g","Non-Member","1 ","$20.00","$20.00"
"Cookie Chchip 50mg","Non-Member","1 ","$5.00","$5.00"
"Cookie Chewy Spice 50mg","Non-Member","1 ","$6.67","$6.67"
"Cookie Choco Chip 50mg","Non-Member","1 ","$5.00","$5.00"
"Cookie Confetti Sprinkles 50mg","Non-Member","1 ","$6.67","$6.67"
"Cookie Crinkle 50mg Single
","Non-Member","1 ","$6.67","$6.67"
"Cookie Dawg cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Cookie Peanut Butter 50mg","Non-Member","1 ","$5.00","$5.00"
"Cookie Snickerdoodle 50mg","Non-Member","1 ","$5.00","$5.00"
"Copper Cush LR 1g","Non-Member","1 ","$16.67","$16.67"
"Cream N Tina JNT 1g","Non-Member","1 ","$11.67","$11.67"
"Cream N Tina PP 1g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Cream N Tina PP 3.5g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Cream N Tina PP 7g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Cream-n-Tina BULK","Non-Member","1 ","$11.67","$11.67"
"Creamsicle Cart Dist 0.5g","Non-Member","1 ","$5.83","$5.83"
"Crispy Fruity 50mg","Non-Member","1 ","$6.67","$6.67"
"Crispy S'more 50mg","Non-Member","1 ","$2.50","$2.50"
"Critical Cure JNT 0.6g 2pk","Non-Member","1 ","$3.33","$3.33"
"Critical Mass TWAX JNT 1g","Non-Member","1 ","$12.50","$12.50"
"Critical Orange Punch PP 28g","Non-Member","28 ","$41.67","$41.67"
"Crumbled Lime Cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Cuban Linx PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Cuban Linx PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Cuban Linx PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Cuvve Cookies Crumble 1g","Non-Member","1 ","$16.67","$16.67"
"DR Who x Banana Split JNT 0.5g 10pk","Non-Member","1 ","$20.00","$20.00"
"Deadhead OG Cart Co2 1g","Non-Member","1 ","$18.33","$18.33"
"Deadhead OG JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Dedication OG JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Dedication OG JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"Diamond OG JNT 0.6g 2pk","Non-Member","1 ","$6.67","$6.67"
"Dog Walker JNT 0.6g","Non-Member","1 ","$3.33","$3.33"
"Dole Whip cart DIST 1g","Non-Member","1 ","$20.00","$20.00"
"Dosi Face JNT 0.6g","Non-Member","1 ","$6.67","$6.67"
"Dosi Face PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Dosi Face PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Dosi Face PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"DosiFace PP 28g","Non-Member","28 ","$16.67","$16.67"
"Double Dream JNT 0.6g","Non-Member","1 ","$1.67","$1.67"
"Double Dream JNT 1g","Non-Member","1 ","$5.83","$5.83"
"Double Dream Live Dist cart 1g","Non-Member","1 ","$31.67","$31.67"
"Double Dream PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Double Dream PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Double Dream PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Dr. Who JNT 0.5g 10pk","Non-Member","1 ","$12.50","$12.50"
"Dream Lotus PAX Pod 0.5g","Non-Member","1 ","$24.17","$24.17"
"Dream Queen dist cart 1g","Non-Member","1 ","$29.17","$29.17"
"Drops Blackberry 10pk","Non-Member","1 ","$5.00","$5.00"
"Drops Blackberry 50mg Single","Non-Member","1 ","$2.50","$2.50"
"Drops Blueberry 10pk","Non-Member","1 ","$5.00","$5.00"
"Drops Blueberry 50mg Single","Non-Member","1 ","$8.33","$8.33"
"Drops Cherry 50mg 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Cherry 50mg Single","Non-Member","1 ","$2.50","$2.50"
"Drops Cranberry 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Cranberry 50mg Single","Non-Member","1 ","$5.00","$5.00"
"Drops Lemon 50mg 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Lemon 50mg Single","Non-Member","1 ","$2.50","$2.50"
"Drops Lime 50mg 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Lime 50mg Single","Non-Member","1 ","$2.50","$2.50"
"","Standard Member","1 ","$6.67","$6.67"
"Drops Orange 50mg 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Orange 50mg Single","Non-Member","1 ","$5.00","$5.00"
"Drops Raspberry 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Raspberry 50mg Single","Non-Member","1 ","$2.50","$2.50"
"Drops Strawberry 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Strawberry 50mg Single","Non-Member","1 ","$5.00","$5.00"
"Drops Watermelon 50mg 10pk","Non-Member","1 ","$7.50","$7.50"
"Drops Watermelon 50mg Single","Non-Member","1 ","$5.00","$5.00"
"Duct Tape BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"Duct Tape LR 1g","Non-Member","1 ","$20.00","$20.00"
"Duct Tape PP 1g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Duct Tape PP 3.5g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Duct Tape PP 7g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Duct Tape TWAX JNT 0.5g","Non-Member","1 ","$10.00","$10.00"
"Dutch Haze LR 1g","Non-Member","1 ","$16.67","$16.67"
"Dutch Treat Cart Dist 0.5g","Non-Member","1 ","$5.83","$5.83"
"Dutch Treat JNT 1g","Non-Member","1 ","$5.83","$5.83"
"El Jefe cart DIST 1g","Non-Member","1 ","$35.00","$35.00"
"Elixer Green Tea Matcha 50mg","Non-Member","1 ","$10.00","$10.00"
"Elixer Lemon Lime 50mg","Non-Member","1 ","$10.00","$10.00"
"Elixer Peach Mango 50mg","Non-Member","1 ","$10.00","$10.00"
"Elixer Pomegranate Cherry 50mg","Non-Member","1 ","$10.00","$10.00"
"Elixer Wild Berry Acai 1:1","Non-Member","1 ","$12.50","$12.50"
"Elixer Wild Berry Acai 50mg","Non-Member","1 ","$12.50","$12.50"
"Elvis Athena LR 1g","Non-Member","1 ","$20.00","$20.00"
"Fancy Girl JNT 1g","Non-Member","1 ","$10.00","$10.00"
"Fancy Girl PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Fancy Girl PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Fancy Girl PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Fire OG Cart Co2 1g","Non-Member","1 ","$18.33","$18.33"
"Fire OG JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Fire OG PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Fire OG PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Fire OG PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Frosted Lime PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Frosted Lime PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Frosted Lime PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Fudge Choco Mint 50mg","Non-Member","1 ","$10.00","$10.00"
"Fudge Indica Chill 50mg","Non-Member","1 ","$8.33","$8.33"
"Fudge Peanut Butter 50mg","Non-Member","1 ","$8.33","$8.33"
"Fudge Peppermint 50mg","Non-Member","1 ","$11.67","$11.67"
"Fudge Sativa Charge 50mg","Non-Member","1 ","$8.33","$8.33"
"Fukushima JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"GG#4 Cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"GG#4 Cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"GG#4 JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"GG#4 cart Co2 1g","Non-Member","1 ","$16.67","$16.67"
"GMO Cookies BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"GMO Cookies Crumble 1g","Non-Member","1 ","$16.67","$16.67"
"GMO Cookies JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"GMO Cookies JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"GMO Cookies JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"GMO Cookies LR 1g","Non-Member","1 ","$16.67","$16.67"
"GMO Cookies cart LR 1g","Non-Member","1 ","$33.33","$33.33"
"GMO PP 28g","Non-Member","28 ","$16.67","$16.67"
"Gelato 33 JNT 1g","Non-Member","1 ","$5.00","$5.00"
"Gelato 33 PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Gelato 33 PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Gelato 33 PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Gelato cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Ghost Train Haze JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"Ghost Train Haze PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Ghost Train Haze PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Ghost Train Haze PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Ghost Train Haze cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Glitter Apples JNT 0.5g 5pk","Non-Member","1 ","$10.00","$10.00"
"Glitter Apples JNT 0.6g","Non-Member","1 ","$7.50","$7.50"
"Glitter Apples JNT 0.6g 2pk","Non-Member","1 ","$8.33","$8.33"
"Glitter Apples JNT 1g","Non-Member","1 ","$5.83","$5.83"
"Glitter Apples PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Glitter Apples PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Glitter Apples PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Golden Goat Cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Golden Goat LR 1g","Non-Member","1 ","$20.00","$20.00"
"Golden Pineapple LR 1g","Non-Member","1 ","$30.00","$30.00"
"Golden Pineapple cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Gotta Kookies cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Granddaddy Purple cart Dist 1g","Non-Member","1 ","$18.33","$18.33"
"Grape OZ x UK Cheese LR 1g","Non-Member","1 ","$18.33","$18.33"
"Grape Rntz LR 1g","Non-Member","1 ","$30.00","$30.00"
"Grease Monkey Cart Co2 1g","Non-Member","1 ","$16.67","$16.67"
"Grease Monkey JNT 1g","Non-Member","1 ","$5.00","$5.00"
"Grease Monkey PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Grease Monkey PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Grease Monkey TWAX JNT 0.5g","Non-Member","1 ","$10.00","$10.00"
"Guava INFUSED JNT 0.5g 5pk","Non-Member","1 ","$26.67","$26.67"
"Gummi Bear JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"GummiBear x Skinny JNT 0.5g 10pk","Non-Member","1 ","$21.67","$21.67"
"Gummie Blackberry 1-1-1 50mg Single","Non-Member","1 ","$6.67","$6.67"
"Gummie Double Berry 2-1 Single","Non-Member","1 ","$6.67","$6.67"
"Gummie Grape 50mg Single","Non-Member","1 ","$5.00","$5.00"
"Gummie Lime 50mg Single","Non-Member","1 ","$5.00","$5.00"
"Gummie Strawberry 1-1 Single","Non-Member","1 ","$6.67","$6.67"
"Gummies Elderberry Hemp 500mg","Non-Member","1 ","$35.00","$35.00"
"Gummies Honey Lavender 10mg","Non-Member","1 ","$12.50","$12.50"
"Gummies Huckleberry 50mg","Non-Member","1 ","$16.67","$16.67"
"Gummies Lemon CBD 500mg","Non-Member","1 ","$30.00","$30.00"
"Gummies Marionberry 50mg","Non-Member","1 ","$16.67","$16.67"
"Gummies Pear 50mg","Non-Member","1 ","$20.00","$20.00"
"Gummies Raspberry 50mg","Non-Member","1 ","$16.67","$16.67"
"Gummy Huckleberry CBD 250mg 10pk","Non-Member","1 ","$18.00","$18.00"
"Gummy Peach 25mg 10pk","Non-Member","1 ","$16.67","$16.67"
"Gummy Pomegranate 50mg 10pk","Non-Member","1 ","$20.00","$20.00"
"Gummy Raspberry CBD 500mg 20pk","Non-Member","1 ","$30.00","$30.00"
"Gummys Blackberry 1-1-1 10pk","Non-Member","1 ","$10.00","$10.00"
"Gummys Double Berry 2-1 10pk","Non-Member","1 ","$10.00","$10.00"
"Hard Candy Black Cherry 50mg 10pk","Non-Member","1 ","$8.33","$8.33"
"Hard Candy Lemon 50mg 10pk","Non-Member","1 ","$6.67","$6.67"
"Hard Candy Tangerine 50mg 10pk","Non-Member","1 ","$15.00","$15.00"
"Hard Candy Watermelon 50mg 10pk","Non-Member","1 ","$12.50","$12.50"
"Hawaiian Haze Cart Dist 1g","Non-Member","1 ","$35.00","$35.00"
"Hercules Hemp Salve 1oz","Non-Member","1 ","$16.00","$16.00"
"Hercules Herb Oil 1oz","Non-Member","1 ","$8.33","$8.33"
"Hippie Crippler LR 1g","Non-Member","1 ","$16.67","$16.67"
"Hippy Crippler CRUMBLE 1g","Non-Member","1 ","$16.67","$16.67"
"Honey Stick CBD 50mg","Non-Member","1 ","$3.00","$3.00"
"Hot Diesel cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"Hot Rod cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"HulkaMania PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"HulkaMania PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"HulkaMania PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Ice Cream Cake Cart Live Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Ice Cream Man JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Ice Cream Man JNT 0.6g","Non-Member","1 ","$2.50","$2.50"
"Ice Cream Man JNT 10g","Non-Member","1 ","$33.33","$33.33"
"Ice Cream Man PP 1g
","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Ice Cream Man PP 3.5g
","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Ice Cream Man PP 7g
","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"J-1 PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"J-1 PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"J-1 PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"J1 Cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"J1 Diesel Cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"J1 JNT 0.6g 2pk","Non-Member","1 ","$8.33","$8.33"
"Jack Herer Cart 0.5g","Non-Member","1 ","$5.83","$5.83"
"Jack Herer Cart Dist 1g","Non-Member","1 ","$16.67","$16.67"
"Jack N Bruce cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Jack's Dream cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"Jager JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Jager PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Jager PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Jager PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Jager Punch LR 1g","Non-Member","1 ","$30.00","$30.00"
"Jagermeister cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Jelly Rancher JNT 1g","Non-Member","1 ","$8.33","$8.33"
"Jelly Rancher PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Jelly Rancher PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Jelly Rancher PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Jet Diesel cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Jet Fuel Cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Jet Fuel Gelato PAX LD 0.5g","Non-Member","1 ","$24.17","$24.17"
"Jumbalaya WAX 1g","Non-Member","1 ","$10.00","$10.00"
"Jungle Diamonds cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Jungle Juice crumble 1g","Non-Member","1 ","$16.67","$16.67"
"Key Lime Candy WAX 1g","Non-Member","1 ","$10.00","$10.00"
"Key Lime Pie TWAX jnt 1g","Non-Member","1 ","$16.67","$16.67"
"King Bubba BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
