"Product ","Member Level ","Quantity ","Price ","Price Post Tax "
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Purple Urkle PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Purple Urkle PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"RNTZ cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"RSO 1:1 THC:CBD 1g","Non-Member","1 ","$16.67","$16.67"
"RSO High CBD 1g","Non-Member","1 ","$16.67","$16.67"
"RSO High THC 1g","Non-Member","1 ","$16.67","$16.67"
"Rainbow Ice Cream Shatter 1g","Non-Member","1 ","$8.33","$8.33"
"Raspberry Parfait JNT 0.6g","Non-Member","1 ","$2.50","$2.50"
"Raspberry Parfait JNT 8","Non-Member","1 ","$25.00","$25.00"
"Raspberry Parfait PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Raspberry Parfait PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Raspberry Parfait PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Rebel Sour PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Rebel Sour PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Rebel Sour PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Ringo Tsu Cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Royal Highness JNT 0.6g
","Non-Member","1 ","$5.83","$5.83"
"Royal Highness PP 1g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Royal Highness PP 3.5g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Royal Highness PP 7g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Royal Highness crumble 1g","Non-Member","1 ","$16.67","$16.67"
"Royal Truth Dist Cart 1g","Non-Member","1 ","$29.17","$29.17"
"Rude Boi JNT 1g","Non-Member","1 ","$5.83","$5.83"
"Rude Boi PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Rude Boi PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Rude Boi PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"RudeBoi Cart Dist 1g","Non-Member","1 ","$35.00","$35.00"
"RudeBoi Cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"SNO JNT 0.6g","Non-Member","1 ","$1.67","$1.67"
"Sapphire OG JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Sapphire Scout JNT 0.6g","Non-Member","1 ","$3.33","$3.33"
"Sapphire Scout PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sapphire Scout PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sapphire Scout PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sapphire Scout x Gelato JNT 0.5g 10pk","Non-Member","1 ","$21.67","$21.67"
"Secret Cheese Live Dist cart 1g","Non-Member","1 ","$31.67","$31.67"
"Secret OG LR 1g","Non-Member","1 ","$20.00","$20.00"
"Sherbet Cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Skywalk OG Cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Slurricane LR","Non-Member","1 ","$30.00","$30.00"
"Snoop Dawg JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Snoop Dawg PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Snoop Dawg PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Snoop Dawg PP 7g","Non-Member","3.5 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"Snow Kandy LR 1g","Non-Member","1 ","$18.33","$18.33"
"Snowland Cart Dist 1g","Non-Member","1 ","$31.67","$31.67"
"Soda Cherry Vanilla 50mg","Non-Member","1 ","$11.67","$11.67"
"Soda Cola 25mg","Non-Member","1 ","$4.17","$4.17"
"Soda Mandarin Lime 10mg","Non-Member","1 ","$4.17","$4.17"
"Softgels CBD 100mg 20pk","Non-Member","1 ","$16.67","$16.67"
"Softgels THC 100mg 20pk","Non-Member","1 ","$16.67","$16.67"
"Solstice Chronic cart DIST 1g","Non-Member","1 ","$29.17","$29.17"
"Sour Blue JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Sour Cookies Shatter 1g","Non-Member","1 ","$13.33","$13.33"
"Sour Diesel JNT 0.6g","Non-Member","1 ","$5.00","$5.00"
"Sour Diesel JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Sour Diesel PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Sour Diesel PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Sour Diesel PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Sour Diesel Shatter 1g","Non-Member","1 ","$11.67","$11.67"
"Sour Diesel cart DIST 1g","Non-Member","1 ","$4.16","$4.16"
"Sour Diesel cart LR 1g","Non-Member","1 ","$33.33","$33.33"
"Sour Durban cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Sour Mango LR 1g","Non-Member","1 ","$16.67","$16.67"
"Sour Patch Kiss CRUMBLE 1g","Non-Member","1 ","$16.67","$16.67"
"Sour Pink Lemonade JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Sour Pink Lemonade PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sour Pink Lemonade PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sour Pink Lemonade PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sour Sundae JNT 1g 5pk","Non-Member","1 ","$18.33","$18.33"
"Sour Sundae PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sour Sundae PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sour Sundae PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Sour Tsunami Cart Dist 1g","Non-Member","1 ","$13.33","$13.33"
"Space Candy JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Space Candy PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Space Candy PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Space Candy PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Strawberry Cake dist cart 1g","Non-Member","1 ","$29.17","$29.17"
"Strawberry Cheesecake WAX 1g","Non-Member","1 ","$10.00","$10.00"
"Strawberry Cough Cart Dist 1g","Non-Member","1 ","$18.33","$18.33"
"Strawberry Guava Budder 1g","Non-Member","1 ","$16.67","$16.67"
"Strawberry Guava JNT 0.6g","Non-Member","1 ","$8.33","$8.33"
"Strawberry Guava PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Strawberry Guava PP 3.5g
","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Strawberry Guava PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Strawberry Kush BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"Strawberry Lemonade JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Strawberry Lemonade JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Strawberry Lemonade JNT 10g","Non-Member","1 ","$37.50","$37.50"
"Strawberry Lemonade PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Strawberry Lemonade PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Strawberry Lemonade PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Strawnana Cart Dist 1g","Non-Member","1 ","$13.33","$13.33"
"Strawpicanna Live Dist cart 1g","Non-Member","1 ","$31.67","$31.67"
"Sugar Cane 1:1 cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Sunday Driver JNT 0.6g","Non-Member","1 ","$5.00","$5.00"
"Sunday Driver PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Sunday Driver PP 3.5g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Sunday Driver PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Super Critical Shatter 1g","Non-Member","1 ","$8.33","$8.33"
"Super Dave BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"Super Glue PAX Pod 0.5g","Non-Member","1 ","$25.00","$25.00"
"Super Lemon Haze Cart 0.5g","Non-Member","0.5 ","$5.83","$5.83"
"Super Lemon MAC Cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"Super Silver Haze JNT 0.6g","Non-Member","1 ","$5.00","$5.00"
"Super Silver Haze PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Super Silver Haze PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Super Silver Haze PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Suver Haze cart Dist 1g","Non-Member","1 ","$8.33","$8.33"
"Sweet Leaf Blend JNT 0.65g 10pk
","Non-Member","1 ","$10.00","$10.00"
"THC Bomb Cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"THC Bomb cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"THC Bomb x UV Cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"TMGSC x LSD JNT 0.5g 10pk","Non-Member","1 ","$20.00","$20.00"
"Tahoe Cookies PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Tahoe Cookies PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Tahoe Cookies PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Tangie 'N Cream JNT 0.5g 10pk","Non-Member","1 ","$18.33","$18.33"
"Terp Slerp JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Terpy Slerp PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Terpy Slerp PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Terpy Slerp PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"The White Cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Thicc Girl JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Thicc Girl PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Thicc Girl PP 28g","Non-Member","28 ","$16.67","$16.67"
"Thicc Girl PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Thicc Girl PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Thin Mint JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Tincture Blackberry 150mg","Non-Member","1 ","$15.00","$15.00"
"Tincture Blackberry 250mg","Non-Member","1 ","$20.00","$20.00"
"Tincture Blackberry 500mg","Non-Member","1 ","$35.00","$35.00"
"Tincture Blue Raspberry 150mg","Non-Member","1 ","$15.00","$15.00"
"Tincture Blue Raspberry 250mg","Non-Member","1 ","$20.00","$20.00"
"Tincture Blue Raspberry 500mg","Non-Member","1 ","$35.00","$35.00"
"Tincture Celebrate THC 1000mg","Non-Member","1 ","$41.67","$41.67"
"Tincture Drops C Shot 1oz","Non-Member","1 ","$33.33","$33.33"
"Tincture Drops CT Shot 1oz","Non-Member","1 ","$33.33","$33.33"
"Tincture Drops T Shot 1oz","Non-Member","1 ","$33.33","$33.33"
"Tincture Hibernate CBN 1270mg","Non-Member","1 ","$41.67","$41.67"
"Tincture Mango 150mg","Non-Member","1 ","$15.00","$15.00"
"Tincture Mango 250mg","Non-Member","1 ","$20.00","$20.00"
"Tincture Mango 500mg","Non-Member","1 ","$35.00","$35.00"
"Tincture Partake THC 300mg","Non-Member","1 ","$20.83","$20.83"
"Tincture Recover CBD 1000mg","Non-Member","1 ","$33.33","$33.33"
"Tincture Revive CBD 5000mg","Non-Member","1 ","$75.00","$75.00"
"Tincture Spray C Shot 0.17oz","Non-Member","1 ","$16.67","$16.67"
"Tincture Spray CT Shot 0.17oz","Non-Member","1 ","$16.67","$16.67"
"Tincture Spray T Shot 0.17oz","Non-Member","1 ","$16.67","$16.67"
"Tincture Super Punch 150mg","Non-Member","1 ","$15.00","$15.00"
"Tincture Super Punch 250mg","Non-Member","1 ","$20.00","$20.00"
"Tincture Super Punch 500mg","Non-Member","1 ","$35.00","$35.00"
"Transdermal 1to1 Patch","Non-Member","1 ","$12.50","$12.50"
"Triple Blueberry Diesel JNT 0.6g 2pk","Non-Member","1 ","$7.50","$7.50"
"Triple Blueberry PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Triple Blueberry PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Triple Blueberry PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Triple Chocolate Chip TWAX JNT 1g","Non-Member","1 ","$16.67","$16.67"
"Tropical Trainwreck cart Dist 1g","Non-Member","1 ","$16.67","$16.67"
"Tropicana Cookies JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"Tropicana Cookies PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Tropicana Cookies PP 28g","Non-Member","28 ","$16.67","$16.67"
"Tropicana Cookies PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Tropicana Cookies PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"UK Haze LR 1g","Non-Member","1 ","$18.33","$18.33"
"UltraViolence JNT 0.6g","Non-Member","1 ","$2.50","$2.50"
"UltraViolence cart LR 1g","Non-Member","1 ","$33.33","$33.33"
"Vanilla Cream Pie JNT 1g","Non-Member","1 ","$6.67","$6.67"
"Vanilla Cream Pie PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Vanilla Cream Pie PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Vanilla OG JNT 1g","Non-Member","1 ","$10.00","$10.00"
"Vanilla OG PP 1g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Vanilla OG PP 3.5g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Vanilla OG PP 7g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Vanilla cream Pie PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
